A gradient of childhood self-control predicts health; wealth; and public safety,Terrie E Moffitt; Louise Arseneault; Daniel Belsky; Nigel Dickson; Robert J Hancox; HonaLee Harrington; Renate Houts; Richie Poulton; Brent W Roberts; Stephen Ross; Malcolm R Sears; W Murray Thomson; Avshalom Caspi,Abstract Policy-makers are considering large-scale programs aimed at self-control toimprove citizens' health and wealth and reduce crime. Experimental and economic studiessuggest such programs could reap benefits. Yet; is self-control important for the health;wealth; and public safety of the population? Following a cohort of 1;000 children from birth tothe age of 32 y; we show that childhood self-control predicts physical health; substancedependence; personal finances; and criminal offending outcomes; following a gradient ofself-control. Effects of children's self-control could be disentangled from their intelligenceand social class as well as from mistakes they made as adolescents. In another cohort of500 sibling-pairs; the sibling with lower self-control had poorer outcomes; despite sharedfamily background. Interventions addressing self-control might reduce a panoply of …,Proceedings of the National Academy of Sciences,2011,2144
Asthma in New Zealand: some answers; more questions.,MR Sears,1. NZ Med J. 1988 Sep 28;101(854):598-600. Asthma in New Zealand: some answers; morequestions. Sears MR. PMID: 3050636 [Indexed for MEDLINE]. Publication Types: Review. MeSHterms. Adolescent; Adult; Asthma/drug therapy; Asthma/epidemiology*; Asthma/etiology;Asthma/mortality; Asthma/physiopathology; Child; Humans; New Zealand.,*,1988,5
Fatal asthma in New Zealand.,MR Sears,Author: Sears MR; Journal: The New England journal of medicine[1986/10].,The New England journal of medicine,1986,5
Natural Human Fibrinopeptides: Failure to Affect Respiration and Circulation in Rabbits and Monkeys 1–3,Malcolm R Sears; H Kenneth Fisher,To test whether natural human fibrinopeptides have respiratory and circulatory effects afterexperimental injections of bovine fibrinopeptide B; as has been reported; we clotted humanfibrinogen and isolated the A and B peptides; using high voltage paper electrophoresis andamino acid compositional analysis to confirm identification and purity. After intravenousinjections of 50 to 500 nmoles per kg in New Zealand white rabbits and rhesus monkeysanesthetized with pentobarbital; we found no significant changes in cardiac output; aortic orpulmonary arterial pressures; dynamic lung compliance; or arterial blood gas composition.Effects of bradykinin on circulation and respiration were not potentiated by humanfibrinopeptides. The differences between the present findings with natural humanfibrinopeptides A and B and those reported previously with bovine fibrinopeptide B …,American Review of Respiratory Disease,1974,5
In vivo immune signatures of healthy human pregnancy: Inherently inflammatory or anti-inflammatory?,Caroline Graham; Rishma Chooniedass; William P Stefura; Allan B Becker; Malcolm R Sears; Stuart E Turvey; Piush J Mandhane; Padmaja Subbarao; Kent T HayGlass; CHILD Study Investigators,Changes in maternal innate immunity during healthy human pregnancy are not wellunderstood. Whether basal immune status in vivo is largely unaffected by pregnancy; isconstitutively biased towards an inflammatory phenotype (transiently enhancing hostdefense) or exhibits anti-inflammatory bias (reducing potential responsiveness to the fetus)is unclear. Here; in a longitudinal study of healthy women who gave birth to healthy infantsfollowing uncomplicated pregnancies within the Canadian Healthy Infant LongitudinalDevelopment (CHILD) cohort; we test the hypothesis that a progressively altered bias inresting innate immune status develops. Women were examined during pregnancy andagain; one and/or three years postpartum. Most pro-inflammatory cytokine expression;including CCL2; CXCL10; IL-18 and TNFα; was reduced in vivo during pregnancy (20–57 …,PloS one,2017,4
Determinants of peripheral airway function in adults with and without asthma,Paul D Robinson; Gregory G King; Malcolm R Sears; Chuen Y Hong; Robert J Hancox,Methods Pre-and post-bronchodilator spirometry and IOS measures of respiratory resistanceand reactance were measured in 915 participants at age 38 years. Results Current asthmawas associated with impairments in both spirometry and IOS parameters. Theseimpairments were greater in men and in those with childhood persistent asthma. Spirometryand IOS values for those whose asthma was in remission were not different to non-asthmaticparticipants. There were significant changes in IOS in both asthmatic and non-asthmaticparticipants after bronchodilator; but between-group differences persisted. Higher BMIs wereassociated with impairments in IOS but not spirometry. Cumulative tobacco use wasassociated with spirometric airflow obstruction in both sexes; whereas cannabis use wasassociated with impairments in IOS in women. Despite higher lifetime exposure; there …,Respirology,2017,4
The prevalence of asthma in Canadian children of South Asian descent,Joost Nico Moerman; Felix Ratjen; Padmaja Subbarao; Malcolm R Sears; Sonia S Anand; Sanja Stanojevic,Background Asthma is the most common disease in childhood. The prevalence of asthma isknown to vary greatly between and within countries and among different ethnic groups. Inthis study; we aimed to determine the prevalence of asthma and wheezing symptoms inSouth Asian children living in Canada. Methods In a cross sectional study; data from thePhase III International Study on Asthma and Allergies in Childhood (ISAAC) were analyzed.A surname algorithm to determine South Asian ethnic descent was used. Prevalence wascalculated and compared to non-South Asian children from the same survey and to thereported prevalence from the Indian subcontinent ISAAC III survey for children ages 6–9 and13–16. Results The prevalence of asthma and wheezing did not differ between children ofSouth Asian descent and non-South Asians living Canada. When compared to the …,Pediatric pulmonology,2014,4
Is it safe to use long-acting beta-agonists in asthma and chronic obstructive pulmonary disease? Implications of recent trials and meta-analyses,Malcolm R Sears,AbsTRACT The safety of long‑acting β‑agonists (LABAs) has been hotly debated for severalyears; with surveil‑lance studies suggesting increased risk of mortality; especially with use ofLABA without inhaled corticosteroid (ICS). Meta‑analyses of selected trials; especially thosedominated by one large study; report significantly increased risks for mortality and SeriousAdverse Events (SAEs). Review of all of the available evidence from clinical trials; and meta‑analyses using different selection criteria; suggests that LABA with ICS in fact significantlyreduces SAEs. The risk of mortality is more difficult to assess; but post‑hoc analyses suggestthe risk is increased with LABA monotherapy and not with concomitant use of ICS. In bothasthma and chronic obstructive pulmonary disease; concomitant use of ICS should beconsidered best practice whenever LABAs are used.,Pol Arch Med Wewn,2008,4
Nicotine replacement combined with a novel compound (ProBAN) for smoking cessation: a pilot study,Richard Leigh; Norman M Viner; Gerard Cox; Jeffrey W Balon; Douglas Wilson; Denise O’Shaughnessy; Corinne Walker; Gerry Brosky; Malcolm R Sears,BACKGROUND: Smoking cessation rates with available pharmacological therapies remainsuboptimal. Anecdotal observations with a combination of sublingual pralidoxime andipratropium (ProBAN) suggested that these agents in combination with nicotine gumimproved quit rates.,Canadian respiratory journal,2001,4
Efficacy of budesonide/formoterol maintenance and reliever therapy compared with higher-dose budesonide as step-up from low-dose inhaled corticosteroid treatm...,Christine R Jenkins; Göran Eriksson; Eric D Bateman; Helen K Reddel; Malcolm R Sears; Magnus Lindberg; Paul M O’Byrne,Asthma management may involve a step up in treatment when symptoms are not wellcontrolled. We examined whether budesonide/formoterol maintenance and reliever therapy(MRT) is as effective as higher; fixed-dose budesonide plus as-needed terbutaline inpatients requiring step-up from Step 2 treatment (low-dose inhaled corticosteroids); stratifiedby baseline reliever use. A post-hoc analysis utilized data from three clinical trials of 6–12months' duration. Patients aged≥ 12 years with symptomatic asthma uncontrolled despiteStep 2 treatment were included. Severe exacerbation rate; lung function and reliever usewere analysed; stratified by baseline reliever use (< 1; 1–2 and> 2 occasions/day). Overall;1239 patients were included. Reductions in severe exacerbation rate withbudesonide/formoterol MRT versus fixed-dose budesonide were similar across baseline …,BMC pulmonary medicine,2017,3
Cognitive enhancement in infants associated with increased maternal fruit intake during pregnancy: results from a birth cohort study with validation in an animal model,Francois V Bolduc; Amanda Lau; Cory S Rosenfelt; Steven Langer; Nan Wang; Lisa Smithson; Diana Lefebvre; R Todd Alexander; Clayton T Dickson; Liang Li; Allan B Becker; Padmaja Subbarao; Stuart E Turvey; Jacqueline Pei; Malcolm R Sears; Piush J Mandhane; CHILD Study Investigators,Abstract In-utero nutrition is an under-studied aspect of cognitive development. Fruit hasbeen an important dietary constituent for early hominins and humans. Among 808 eligibleCHILD-Edmonton sub-cohort subjects; 688 (85%) had 1-year cognitive outcome data. Wefound that each maternal daily serving of fruit (sum of fruit plus 100% fruit juice) consumedduring pregnancy was associated with a 2.38 point increase in 1-year cognitivedevelopment (95% CI 0.39; 4.37; p< 0.05). Consistent with this; we found 30% higherlearning Performance index (PI) scores in Drosophila offspring from parents who consumed30% fruit juice supplementation prenatally (PI: 85.7; SE 1.8; p< 0.05) compared to theoffspring of standard diet parents (PI: 65.0 SE 3.4). Using the Drosophila model; we alsoshow that the cyclic adenylate monophosphate (cAMP) pathway may be a major regulator …,EBioMedicine,2016,3
Impact of cesarean section delivery and breastfeeding on infant gut microbiota at one year of age,Meghan B Azad; Theodore Konya; David S Guttman; Catherine J Field; Radha S Chari; Malcolm R Sears; Allan B Becker; James A Scott; Anita L Kozyrskyj; CHILD Study Investigators,Background The gut microbiota is essential to human health; playing central roles in hostmetabolism and immunity. In a pilot study; we previously demonstrated that mode of deliveryand breastfeeding influence the infant gut microbiota at 4 months of age. Here; we examinethe impact of these critical early-life exposures in a larger cohort at 12 months of age.Methods The study comprised a sub-sample of 190 healthy term infants from one centreparticipating in the Canadian Healthy Infant Longitudinal Development (CHILD) birth cohortstudy. Mode of delivery was determined from hospital records; and mothers reported infantdiet at 3; 6 and 12 months postpartum. Antibiotic exposure was documented from hospitaland prescription records. Gut microbiota was characterized by Illumina 16S rRNAsequencing of fecal samples collected at 12 months. Results Delivery and breastfeeding …,Allergy; Asthma & Clinical Immunology,2014,3
