Synthesis of N-doped graphene by chemical vapor deposition and its electrical properties,Dacheng Wei; Yunqi Liu; Yu Wang; Hongliang Zhang; Liping Huang; Gui Yu,To realize graphene-based electronics; various types of graphene are required; thus;modulation of its electrical properties is of great importance. Theoretic studies show thatintentional doping is a promising route for this goal; and the doped graphene might promisefascinating properties and widespread applications. However; there is no experimentalexample and electrical testing of the substitutionally doped graphene up to date. Here; wesynthesize the N-doped graphene by a chemical vapor deposition (CVD) method. We findthat most of them are few-layer graphene; although single-layer graphene can beoccasionally detected. As doping accompanies with the recombination of carbon atoms intographene in the CVD process; N atoms can be substitutionally doped into the graphenelattice; which is hard to realize by other synthetic methods. Electrical measurements show …,Nano letters,2009,1910
The relationship between antenatal depression and postnatal depression of women in Chengdu City [J],Juan HU; Yu-qiong WANG,Objective To investigate the prevalence of antenatal depression and postnatal depression ofwomen in Chengdu city; and to analyze the relationship between them. Methods A total of276 pregnant women in three Women's and Children's Hospitals in Chengdu City wereinvestigated with Edinburg Postnatal Depression Scale (EPDS) one week before and afterdelivery. Results The incidences of mild antenatal depression; moderate to severe antenataldepression; mild postnatal depression; and moderate to severe postnatal depression were45.1%(119 cases); 20.8%(55cases); 41.3%(109 cases); and 14.0%(37 cases); respectively.Correlation analysis showed the higher antenatal EPDS; the more postnatal depressionoccurred. There was a positive relationship between the severity of antenatal depressionand postnatal depression (χ2= 76.207; P0. 05). Conclusions Depressive disorder may …,Chinese Journal of Nursing,2009,6
Removing cadmium from cadmium-containing electroplating wastewater by biosorption-sedimentation [J],Shu-juan DAI; De-zhou WEI; Li-mei BAI; Dong-qin ZHOU; Yu-juan WANG; Wen-gang LIU,The adsorption regular of water-washing waste saccharomyces cerevisiae on cadmium inthe wastewater of electroplating factory and sedimentation effect were studied by adsorption-sedimentation method using water-washing waste saccharomyces cerevisiae as adsorbent.The experimental results show that the adsorption rate and removing rate of cadmium areboth above 96% under conditions with cadmium concentration in cadmium-containingelectroplating wastewater about 26 mg/L; pH of 7.0; the dosage of water-washing wastesaccharomyces cerevisiae of 40 g/L (about 72% water) at 18℃; the stiring revolution of 800r/min; adsorption for 30 min and natural sedimentation for 3.5 h. The adsorption mechanismof water-washing waste saccharomyces cerevisiae to cadmium is analysized by TEM; Zetapotential and infrared spectroscopy of the cells. The results show that adsorbing effect …,The Chinese Journal of Nonferrous Metals,2008,6
Beijing 100083; Chinese Research Academy ofEnvironment Science; Beijing 100012; Department of Computer; Shandong Industrialand Commercial Institute; Yant...,Chang-xin NAI; Lu DONG; Wen-feng JIANG; Yan-wen WANG; Zhi-xuan WEI,*,Environmental Science and Technology,2005,6
Proteins associated with cell growth; differentiation; and death,*,The invention provides human proteins associated with cell growth; differentiation; anddeath (CGDD) and polynucleotides which identify and encode CGDD. The invention alsoprovides expression vectors; host cells; antibodies; agonists; and antagonists. The inventionalso provides methods for diagnosing; treating; or preventing disorders associated withaberrant expression of CGDD.,*,2003,6
Remediation of high fluoride groundwaters from arid regions using heat-treated soils: a column experiment study in Xinzhou; China,Yanxin Wang; X Yuan; H Guo,*,Arehart; GB; Hulston; J.; R.; Eds; AA Balkema,1998,6
Oligonucleotide typing of HLA DR by allele-specific PCR amplification,RJ Tonai; L Geer; Y Wang; MS Park; PI Terasaki,*,Abstract; 16th Annual Meeting of the American Society for Histocompatibility and Immunogenetics; Los Angeles; California; USA; November,1990,6
Scutellarin suppresses migration and invasion of human hepatocellular carcinoma by inhibiting the STAT3/Girdin/Akt activity,Yang Ke; Tianhao Bao; Xuesong Wu; Haoran Tang; Yan Wang; Jiayun Ge; Bimang Fu; Xu Meng; Li Chen; Cheng Zhang; Yuqi Tan; Haotian Chen; Zhitang Guo; Fan Ni; Xuefen Lei; Zhitian Shi; Dong Wei; Lin Wang,Abstract Scutellarin is an active flavone from Erigeron breviscapine (vant) Hand Mass. Thisstudy aimed to investigate the potential role of scutellarin in migration and invasion ofhuman hepatocellular carcinoma (HCC) cells and its possible mechanism. In comparisonwith the vehicle-treated controls; treatment with scutellarin (50 mg/kg/day) for 35 dayssignificantly mitigated the lung and intrahepatic metastasis of HCC tumors in vivo.Scutellarin treatment significantly reduced HepG2 cell viability in a dose-dependent manner;and inhibited migration and invasion of HCC cells in vitro. Scutellarin treatment significantlyreduced STAT3 and Girders of actin filaments (Girdin) expression; STAT3 and Aktphosphorylation in HCC cells. Introduction of STAT3 overexpression restored the scutellarin-downregulated Girdin expression; Akt activation; migration and invasion of HCC cells …,Biochemical and biophysical research communications,2017,5
Two-phase deformation of lower mantle mineral analogs,Pamela Kaercher; Lowell Miyagi; Waruntorn Kanitpanyacharoen; Eloisa Zepeda-Alarcon; Yangbin Wang; D Parkinson; RA Lebensohn; F De Carlo; HR Wenk,Abstract The lower mantle is estimated to be composed of mostly bridgmanite and a smallerpercentage of ferropericlase; yet very little information exists for two-phase deformation ofthese minerals. To better understand the rheology and active deformation mechanisms ofthese lower mantle minerals; especially dislocation slip and the development ofcrystallographic preferred orientation (CPO); we deformed mineral analogs neighborite(NaMgF 3; iso-structural with bridgmanite) and halite (NaCl; iso-structural withferropericlase) together in the deformation-DIA at the Advanced Photon Source up to 51%axial shortening. Development of CPO was recorded in situ with X-ray diffraction; andinformation on microstructural evolution was collected using X-ray microtomography.Results show that when present in as little as 15% volume; the weak phase (NaCl) …,Earth and Planetary Science Letters,2016,5
A comparative study of flow boiling in a microchannel with piranha pin fins,X Yu; C Woodcock; Y Wang; J Plawsky; Y Peles,In this paper; we report on the recent development of an advanced microscale heat sink;termed as piranha pin fin (PPF). A 200 μm deep microchannel embedded with PPFs wasfabricated and tested. Fluid flow and heat transfer performance were evaluated withHFE7000 as the working fluid. The surface temperature; pressure drop; heat transfercoefficient; and critical heat flux (CHF) conditions were experimentally obtained anddiscussed. A 676 W/cm 2 CHF was achieved based on the heater area and at an inlet massflux of 2460 kg/m 2 s. Microchannels with different PPF configurations were investigated andstudied for different flow conditions. It was found that a microchannel with PPFs candissipate high heat fluxes with reasonable pressure drops. Flow conditions and PPFconfiguration played important roles for both fluid flow and heat transfer performances …,Journal of Heat Transfer,2016,5
Microvascular decompression of trigeminal nerve root for treatment of a patient with hemimasticatory spasm,Ning-Ning Dou; Jun Zhong; Qiu-Meng Zhou; Jin Zhu; Yong-Nan Wang; Shi-Ting Li,Abstract: Hemimasticatory spasm is a rare disease; with little knowledge of thepathogenesis; it has still been intractable today. We presented a 56-year-old woman withinvoluntary painful spasm in her left masseter muscle for 11 years. The patient wassuccessfully treated with microvascular decompression surgery. An offending superiorcerebellar artery was found to contact with the motor branch of the trigeminal nerve root;which was then removed away and pieces of soft wadding were interposed between thenerve and the vessel to assure the separation. Postoperatively; the symptom totallydisappeared and no recurrence was observed during the 7 months' follow-up. The treatmentas well as the pathogenesis of the disease was reviewed; and we put forward a newhypothesis.,Journal of Craniofacial Surgery,2014,5
污水生物处理实际工艺中氧化亚氮的释放: 现状与挑战,王亚宜， 周东， 赵伟， 叶柳， 黎力， 谭学军， 宋成康,摘要: 介绍了污水生物处理过程中N2 O 的产生途径; 重点分析了污水厂典型脱氮工艺的N2 O释放差异及其原因; 提出了城市污水脱氮处理过程N2 O 减排的具体措施; 并估算出全国城镇污水处理厂2011 年N2 O 释放总量约为1. 26× 109 g (以N 计); 对今后关于城市污水脱氮处理过程N2O 产生及减排的研究趋势进行了评估.,环境科学学报,2014,5
Polymorphism of ERCC2 Asp312Asn with lung cancer risk: evidence from 20;101 subjects,Xiang Tan; Yongyong Wang; Lijun Shi; Lei Xian; Jianji Guo; Guanbiao Liang; Mingwu Chen,The association between excision repair cross complementing group 2 (ERCC2)Asp312Asn polymorphism and lung cancer has been reported by many articles recently; butthe results were controversial and inconclusive. Therefore; a meta-analysis was conductedto assess the relationship between them. Pooled odds ratios (ORs) with 95% confidenceintervals (CIs) were used to assess the strength of association. A total of 22 full studies with20;101 subjects (8719 cases and 11;382 controls) were included in our research. The meta-analysis result showed that no significant association was found between ERCC2Asp312Asn polymorphism and lung cancer in overall analysis (AA vs. GG; OR= 1.023; 95%CI= 0.824–1.270; p= 0.838; AG vs. GG; OR= 1.003; 95% CI= 0.936–1.074; p= 0.942; AA+ AGvs. GG; OR= 1.013; 95% CI= 0.949–1.082; p= 0.697; AA vs. AG+ GG; OR= 1.033; 95% CI …,Genetic testing and molecular biomarkers,2014,5
Early Flame Detection in Video Sequences based on DS Evidence Theory.,Wenhui Li; Peixun Liu; Ying Wang; Huiying Li; Bo Fu; Hongyin Ni,Abstract—A multi-feature fusion early flame detection algorithm based on DS evidencetheory is proposed. In this algorithm; first the method based on YcbCr and RGB color spacesis used for extracting the flame region of interest. Then flame classifiers based on flameflicker frequency and flame image correlation between frames are selected as two featuresof DS feature fusion; the basic probability assignment functions of two features are defined.Finally; the combination discipline of DS evidence theory is used to determine the final resultof all the feature classifiers. Experiments show that the proposed detection algorithm gives89.5% correct flame rate with a 4.5% false alarm rate and the method is efficient and fastwith wide application prospects in fire detection.,JCP,2013,5
