Experimental quantum key distribution with decoy states,Yi Zhao; Bing Qi; Xiongfeng Ma; Hoi-Kwong Lo; Li Qian,Abstract To increase dramatically the distance and the secure key generation rate ofquantum key distribution (QKD); the idea of quantum decoys—signals of different intensities—has recently been proposed. Here; we present the first experimental implementation ofdecoy state QKD. By making simple modifications to a commercial quantum key distributionsystem; we show that a secure key generation rate of 165 bit/s; which is 1/4 of the theoreticallimit; can be obtained over 15 km of a telecommunication fiber. We also show that with thesame experimental parameters; not even a single bit of secure key can be extracted with anon-decoy-state protocol. Compared to building single photon sources; decoy state QKD isa much simpler method for increasing the distance and key generation rate ofunconditionally secure QKD.,Physical review letters,2006,319
Synthesis; Crystal Structure and Luminescence Property of the Dimeric Complex with 5-Oxo-4-oxa-tricyclo [4.2. 1.0] nonane-9-carboxylic Acid and 1; 10-Phenanthrol...,Wei LI; Chang-Hong LI; He-Ping XIE,A seven-coordinate dimmer has been synthesized with 5-oxo-4-oxa-tricyclo [4.2. 1.0]nonane-9-carboxylic acid and 1; 10-phenanthroline. The crystal structure was determined bysingle-crystal X-ray structural analysis. The crystal belongs to a monoclinic system; spacegroup P21/n; with a= 1.552 08 (12) nm; b= 1.065 52 (8) nm; c= 1.626 57 (12) nm; β= 100.100(10); V= 2.648 3 (3) nm3; Dc= 1.643 g· cm-3; Z= 2; F (000)= 1 328; Final GooF= 1.026; R1=0.026 2; wR2= 0.059 2. The crystal structure shows that the cadmium ion is coordinated withfive oxygen atoms and two nitrogen atoms; forming a distorted capped octahedralcoordination geometry. There exist two types of coordinated 5-oxo-4-oxa-tricyclo [4.2. 1.0]nonane-9-carboxylic acid anions: the tridentate-chelating-bridging ones and the bidentate-chelating ones. The Cd (Ⅱ)… Cd (Ⅱ) distance is 0.373 7 nm. The luminescence property …,Chinese Journal of Inorganic Chemistry,2009,*
Room-temperature photoluminescence in Er-doped deuterated amorphous carbon,Raymond YC Tsai; Li Qian; Nazir P Kherani,We report strong room-temperature photoluminescence at~ 1.5 mum in erbium-dopeddeuterated amorphous carbon for the first time. Deuteration; instead of hydrogenation; ofamorphous carbon eliminates CH and OH bonds; significantly reducing the quenching oferbium emission.,Lasers and Electro-Optics; 2009 and 2009 Conference on Quantum electronics and Laser Science Conference. CLEO/QELS 2009. Conference on,2009,*
Location-resolved gas concentration detection using frequency-shifted interferometry,Fei Ye; Li Qian; Bing Qi,1. Introduction Fiber-optic gas sensing systems offer a number of advantages: immunity to electromagneticinterference; safe to use in hazardous environments; low loss for remote sensing; as well asthe capability of multiplexing sensors; which effectively reduces the cost per sensing point. Severalfiber-optic multipoint measurement techniques have been developed for the purpose of gassensing; including spatial-division-multiplexing [1]; time-division-multiplexing (TDM) [2];wavelength-division-multiplexing (WDM) [3]; and frequency-modulated continuous wave(FMCW) [4]. In a previous work; we demonstrated a simple multipoint chemical gas sensing systemusing Frequency-Shifted Interferometry (FSI) [5]; which is capable of interrogating sensors ina serial architecture by resolving the locations of the sensing elements. Unlike TDM; FSI onlyuses a cw laser source; and a slow detector. In contrast to WDM; FSI allows spectral …,Lasers and Electro-Optics; 2009 and 2009 Conference on Quantum electronics and Laser Science Conference. CLEO/QELS 2009. Conference on,2009,*
Difference between Doppler Frequency and Azimuth Frequency and Its Influence on the Azimuth Resolution of Spaceborne SAR,Shu LI; Xiao-lin ZHAO; Feng LI,This paper compared the Doppler frequency and azimuth frequency in detail during theresearching of a representative bistatic SAR imaging theory and found that using Dopplerfrequency instead of azimuth frequency in the general SAR processing with traditionalimaging algorithms has little influence on the azimuth resolution of the fine imaging; the erroris less than 4%. But if the differences between the two frequencies are neglected in thecondition of larger squint angle; bigger transmit signal chirp rate; and longer wave length;the azimuth resolution error may reach as much as 10% even 27%. So; whether Dopplerfrequency can be used instead of azimuth frequency depends on the SAR systems withdifferent specific parameters and the different requirements in specific imaging precision.,Journal of Air Force Engineering University (Natural Science Edition),2009,*
Formal method of human behavioral modeling based onπ-calculus,Hui ZHONG; Wei-ping WANG; Yan-yan HUANG; Qun LI,The research on the formal method of human behavioral modeling is an important content ofthe theory; method and technology research supporting human behavioral modeling.Because of its eminent capabilities of analyzing hierarchically; expressing the dynamicstructure and articulating the complicated concurrent interaction; the 7r-calculus can be usedas a good starting-point of the formal method research supporting human behavioralmodeling. According to the requirement of the formal method supporting human behavioralmodeling; aiming at the deficiencies of usingπ-calculus to formally model human behavior;tries to define a formal method of human behavioral modeling based onπ-calculus—π-BFMBM (π-Based Formal Method of Behavioral Modeling). Moreover; by some examples;describes the enhanced capabilities of theπ-BFMBM in modeling human behavior …,Systems Engineering-Theory & Practice,2009,*
Synthesis and Crystal Structure of N; N'; N''-Tris-(2-aminophenyltriphenylphosphium)-benzene-1; 3; 5-tricarboxamide,JX Chen; ZS Li; MP Zhu; AK Li; XR Lin; L Zhang; WJ Zhang,*,*,2009,*
Correction for Transcription factor neuromancer/TBX20 is required for cardiac function in Drosophila with implications for human heart disease; by Li Qian; Bhagyala...,LI QIAN; Bhagyalaxmi MOHAPATRA; Takeshi AKASAKA; JIANDONG LIU; Karen OCORR; Jeffrey A TOWBIN,*,Proceedings of the National Academy of Sciences of the United States of America,2009,*
Battery and power management of portable telemonitoring system,WJ Li; DK Lai; XM Wu; ZX Fang,Abstract Biomedical Engineering of Electronic Engineering Deparment; Fudan UniversityShanghai; 200433 Based on the pulse-coded transmitting and wide-band receiving system;this paper describes a research of phase design a special power management circuitaccording to the particular demands of a real-time and continuously monitor system isessential. Combined with the requirement of voltage and current in separated module; threeaspect must be considered; that is; how to select the functional component; how toaccomplish voltage converting and how to carry on battery management. The test at lastshows that; using this circuit and the 4400 mAh battery the energy utilization is more than88%; and the work time is more than 20 hours.,Zhongguo yi liao qi xie za zhi= Chinese journal of medical instrumentation,2009,*
Water quality monitoring by remote sensing in Hushan Tailings Reservoir of Huji; Hubei Province,Qiang Yang; Zhi Zhang; Wei-tao Chen; Li-ping Qian,In this paper; the water quality of Hushan Tailings reservoir in Huji; Zhongxiang of Hubeiprovince; was studied by remote sensing technology. Firstly; radioactive correction ofASTER data was processed by FLAASH Model; then the scatter was produced by SPSS;which was about reflectance or reflectance ratio of remote sensing (ASTER) and measuredpollutant (Ag+; Ba 2+; Hg 2+; Ca 2+; Mg 2+; F-; Cl-; NO 3-; H 2 PO 4-; SO 4 2-; et.) atsampling sites. After experimentation; conversion model was built with significance test; F=68.797 (F 0.05= 11.821); R= 0.793. Finally; the data of water reflectance was processed withour model; and the distribution of corresponding pollutant was obtained.,Remote Sensing of the Environment: 16th National Symposium on Remote Sensing of China,2008,*
Invisibility cloaks—to manipulate light with materials and eliminate scattering of objects,C Li; K Yao; F Li,Invisibility cloaks; an advanced stealth technology that completely eliminates the scatteringof an object in parts of the electromagnetic (EM) spectrum is proposed by scientists in theorywith some verification experiments. The complex medium parameters for cloaks witharbitrary geometries can be analytically obtained; which highly improve the flexibility forcloak design. The concept of the invisibility cloaks may lead to new and unexpecteddevelopments in stealth technology.,Metamaterials; 2008 International Workshop on,2008,*
Association of IL23r with as genetic susceptibility and inflammation related with elevated expression of IL-23 and IL-17 in Chinese population,Jieruo Gu; Xinwei Wang; Zhiming Lin; Jinxian Huang; Chao Li; Qiujing Wei; Zetao Liao; Yingjuan Jiang,*,ARTHRITIS AND RHEUMATISM,2008,*
All-fiber laser beam shaping at 1.0 μm wavelength region in a single-mode fiber,Xijia Gu; Waleed Mohammed; Li Qian; Peter WE Smith,Laser beam shaping is an important subject in industrial and medical applications of laserssince different applications may require different laser intensity distributions. Recently wedemonstrated successfully an all-fiber laser beam shaping device that could transform aGaussian shaped laser beam into a uniform or ring-shaped beam in 1.5 μm wavelengthregion. In this paper we present the work of the beam shaping in 1.0 μm wavelength regionto make it compatible to Yb-doped high power fiber laser. The device uses a long-periodgrating to couple a portion of core-mode; LP 01 into a low-order m th-radial cladding modeLP 0m. Interference of the two modes could reduce field at the centre and enhance the fieldin the first or second ring of the cladding mode to transform the Gaussian-shaped laserbeam to an intensity uniform beam. The design parameters that affect the beam shaping …,Photonics North 2008,2008,*
Neuromancer-1 and neuromancer-2 regulate cell fate specification in the embryonic CNS of Drosophila melanogaster,Sandra M Leal; Li Qian; Rolf Bodmer; James B Skeath,*,Developmental Biology,2008,*
Association of IL-1 single nucleotide polymorphisms with ankylosing spondylitis in the Chinese Han population,ZS Guo; C Li; JR Gu; ZM Lin; JX Huang; QJ Wei; XW Wang,*,CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,2008,*
Two synonymous SNPS in ARTS1 are associated with ankylosing spondylitis in Chinese population,JX Huang; ZS Guo; ZM Lin; C Li; YY Xie; XW Wang; JR Gu,*,CLINICAL AND EXPERIMENTAL RHEUMATOLOGY,2008,*
Printed circuit board having vertical heat dissipating element,*,A printed circuit board having vertical heat dissipating element is characterized in that asubstrate of the printed circuit board is made of metal and has a first surface and a secondsurface; and plural metallic heat dissipating elements are mounted on the first surface of thesubstrate and the second surface of the substrate is spread by an insulation layer; on whicha circuit layer is disposed.,*,2008,*
Design of a flyback switch mode power supply for multichannel electrophysiological stimulators,Y Zhou; ZX Fang; WJ Li; ZW Liu,Abstract In order to supply the multichannel electrical stimulator; a DC-DC flyback switchmode power supply based on a high-performance current mode controller UC3845 hasbeen designed. The experimental results indicate that the power supply has satisfied thedemands and can supply the multichannel electrical stimulator and similar apparatuses.,Zhongguo yi liao qi xie za zhi= Chinese journal of medical instrumentation,2008,*
