High weight fraction surfactant solubilization of single-wall carbon nanotubes in water,MF Islam; E Rojas; DM Bergey; AT Johnson; AG Yodh,We report a simple process to solubilize high weight fraction single-wall carbon nanotubesin water by the nonspecific physical adsorption of sodium dodecylbenzene sulfonate. Thediameter distribution of nanotubes in the dispersion; measured by atomic force microscopy;showed that even at 20 mg/mL∼ 63±5% of single-wall carbon nanotube bundles exfoliatedinto single tubes. A measure of the length distribution of the nanotubes showed that ourdispersion technique reduced nanotube fragmentation.,Nano letters,2003,1861
Complex Field Recovery for Super-resolution Imaging and Quantum State Determination,Allan S Johnson,I do not think that the wireless waves I have discovered will have any practical application-Heinrich Hertz Every physicist becomes well acquainted with the formalism of wavemechanics in their training. From the simplest case of a disturbance on a string to the oftentimes unsolvable Schrodinger equation; wave mechanics are used in our descriptions forelectricity and magnetism; vibrations; quantum systems; acoustics; shocks; fluid flows;plasma propagation and even general relativistic gravitation. The approach is especiallydominant in the field of optics; which is to all but the most extreme limits completelydescribed by Maxwell's equations of electrodynamics. the solutions of which are most oftencomplex waves; of which we are only capable of seeing the real amplitude. In the shift fromelectric field to the observable intensity in optics there necessarily a loss of information …,*,*,*
Compression and Amplification of Single-Cycle SWIR Pulses for Water Window Attosecond Pulse Generation,Adam S Wyatt; Paloma Matía-Hernando; Allan S Johnson; Oliver Alexander; Richard Chapman; Cephise Cacho; Dane R Austin; John WG Tisch; Jon P Marangos; Emma Springate,Abstract: We simulate the optical parametric amplification (~ 10mJ) and compression (~ 6.5fs) of few-cycle short-wavelength infrared (1.1-2.4 µm) pulses suitable for the generation ofisolated attosecond soft X-ray pulses in the water window (280-530eV) via high harmonicgeneration and outline a proof-of-principle experiment being carried out on the STFCArtemis laser facility.,*,*,*
261 Nonlinear Source-Filter Coupling Due to the Addition of a Simplified Vocal Tract Model for Excised Larynx Experiments,Benjamin L Smith; Steven P Nemcek; Krzysztof A Swinarski; Jack J Jiang; Deivis de Campos; Joel Henrique Ellwanger; Patrícia Severo do Nascimento; Helen Tais da Rosa; Lisiani Saur; Geraldo Pereira Jotz; Léder Leal Xavier; Ben C Watson; RJ Baken; Rick M Roark; Stephanie Reid; Melissa Ribeiro; Weilyn Tsai; Johan Sundberg; Filipa MB Lã; Brian P Gill; Shih-Han Hung; Chin-Hui Su; Fei-Peng Lee; How Tseng; Monica McHenry; Joseph Evans; Eric Powitzky; Sally JK Gallena; Wei Tian; Arthur T Johnson; Jafar Vossoughi; Stephen A Sarles; Nancy Pearl Solomon; Marco Guzman; Adam Rubin; Daniel Muñoz; Cristina Jackson-Menaldi,Journal of Voice (ISSN 0892-1997) is published bi-monthly by Elsevier Inc.; 360 Park AvenueSouth; New York; NY 10010-1710. Months of issue are January; March; May; July;September; and November. Periodicals postage paid at New York; NY and additional mailingoffices … YEARLY SUBSCRIPTION RATES : United States and possessions: Individual$222; Institution $916; Student/Resident: $113. All other countries (prices include airspeeddelivery): Individual $277; Institution $1012; Student/Resident $154 … POSTMASTER: Sendaddress changes to Journal of Voice; Elsevier Health Sciences Division; Subscription CustomerService; 3251 Riverport Lane; Maryland Heights; MO 63043 … 261 Nonlinear Source-FilterCoupling Due to the Addition of a Simplified Vocal Tract Model for Excised Larynx ExperimentsBenjamin L. Smith; Steven P. Nemcek; Krzysztof A. Swinarski and Jack J. Jiang,*,*,*
Supporting Information for,Tobias Haas; Simon Heidegger; Alexander Wintges; Michael Bscheider; Sarah Bek; Julius C Fischer; Gabriel Eisenkolb; Martina Schmickl; Silvia Spoerl; Christian Peschel; Hendrik Poeck; Jurgen Ruland,Page 1. S1 Supporting Information for Reactivity of an aryl-substituted silicon-silicon triplebond: 1;2-Disilabenzenes from the reaction of a 1;2-diaryldisilyne with alkynes Joon SooHan; Takahiro Sasamori; Yoshiyuki Mizuhata; and Norihiro Tokitoh* Institute for ChemicalResearch; Kyoto University; Gokasho; Uji; Kyoto 611-0011; Japan * To whom correspondenceshould be addressed. Phone: +81-774-38-3200. Fax: +81-774-38-3209. E-mail:tokitoh@boc.kuicr.kyoto-u.ac.jp Supplementary Material (ESI) for Dalton Transactions Thisjournal is (c) The Royal Society of Chemistry 2010 Page 2. S2 Si Si Bbt Bbt 1 Si Si Bbt BbtSi Si Bbt Bbt Me3Si SiMe3 2 3 Si Si Bbt Bbt O O 6 Si Si Bbt Bbt Ph Ph 4 CH(SiMe3)2CH(SiMe3)2 C(SiMe3)3 Bbt = Experimental Section General Procedure. All experimentswere performed under an argon atmosphere unless otherwise noted …,*,*,*
DIVERSITY OF TCR V~ 6 UTILIZED BY HLA IDENTICAL SIBLINGS. SG,HA Rodriquez; AH Johnson; CK Hurley,*,*,*,*
DUKE JOURNAL OF CONSTITUTIONAL LAW & PUBLIC POLICY,PRIYA KHANGURA; JORDAN GLASSBERG; DANIEL ECHEVERRI; JAKE WASSERMAN; NICOLE GAGE; GEOFFREY WRIGHT; DAVID FRIEDMAN; KATHERINE JOHNSON; BENJAMIN LUDEWIG; TREY O’CALLAGHAN; WENBO ZHANG; ANDREW BELLIS; ZE GONG; PETER BERRIS; RICHARD GUYER; MEGHAN DALY; JOSEPH HERMAN; ADRIEN DUMOULIN-SMITH; SETH TAYLOR; WENDY BECKER; CHRISTOPHER MURPHY; DEVON BEENY; GEORGE POWELL; ALEXANDER DIETZ; SCOTT REED; JESSICA EDMUNDSON; SARA SCHLAFSTEIN; GAVIN FRISCH; HASSAN SHAIKH; JAMES HOLLEY; EMILY TAFT; ANNA JOHNSON; MARYANN THOMPSON; DARA KAZEMZADEH; ERIC VANDERHOEF; TARA KNAPP; ALEXANDER ZACHARCZENKO; COURTNEY MAGNUS; KEVIN ZHAO; GUY-URIEL CHARLES,Page 1. DO NOT DELETE 2/16/2017 12:47 PM DUKE JOURNAL OF CONSTITUTIONAL LAW& PUBLIC POLICY 2016 VOLUME 12 2017 Editor-in-Chief PRIYA KHANGURA Managing EditorJORDAN GLASSBERG Executive Editors DANIEL ECHEVERRI JAKE WASSERMAN NICOLEGAGE GEOFFREY WRIGHT Special Projects Editor DAVID FRIEDMAN Articles and CommentsEditors KATHERINE JOHNSON BENJAMIN LUDEWIG TREY O'CALLAGHAN WENBO ZHANGSenior Staff Editors ANDREW BELLIS ZE GONG PETER BERRIS RICHARD GUYER MEGHANDALY JOSEPH HERMAN ADRIEN DUMOULIN-SMITH SETH TAYLOR Staff Editors WENDYBECKER CHRISTOPHER MURPHY DEVON BEENY GEORGE POWELL ALEXANDER DIETZSCOTT REED JESSICA EDMUNDSON SARA SCHLAFSTEIN GAVIN FRISCH HASSAN SHAIKHJAMES HOLLEY EMILY TAFT ANNA JOHNSON …,*,*,*
Abstract/Details,Andrew Robert Konicek; Ann Arbor; Robert Carpick; AT Johnson,*,*,*,*
Abstract/Details,Annemarie Louise Exarhos; Ann Arbor; James M Kikkawa; Lee Bassett; AT Johnson; Ravi Sheth; Arjun Yodh,*,*,*,*
2.0102 Supersonic Retropropulsion CFD Validation with Ames Unitary Plan Wind Tunnel Test Data 2.0103 Guidance Augmentation for Reducing Uncertainty in Visi...,Mechanically Deployed Aerodynamic Decelerator; Jeeven Joseph; Karuna Karan; Renish Chembanal; Brandon Smith; Dinesh Prabhu; Ethiraj Venkatapathy; Inflatable Aerodynamic Decelerators; David Jurewicz; Benjamin Tutt; Glen Brown; Leo Lichodziejewski; Brian Gilles; Kamal Oudrhiri; Sami Asmar; John Springmann; Reibstein Andrew Bertino; James Cutler; Brett Landin; Ion Interactions Heilbronn; Assurance Guetersloh; Radiation Exposure Model; EI Jaby Samy; Brent Lewis; Leena Tomi; Lembit Sihver; Tatsuhiko Sato; Kerry Lee; A Steve Johnson; Karen Kirby; James Stratton,Author(s) -- Corresponding Author First in List … 2.0102 Supersonic Retropropulsion CFD Validationwith Ames Unitary Plan Wind Tunnel Test Data 2.0103 Guidance Augmentation for ReducingUncertainty in Vision-Based Hazard Mapping during Lunar Landing 2.0105 Computational Analysisof Effect of Spiked Reentry Capsules on Reduction in Temperature 2.0106 Venus In-Situ ExplorerMission Design Using a Mechanically Deployed Aerodynamic Decelerator … JeevenJoseph; Karuna Karan; Renish Chembanal Brandon Smith; Dinesh Prabhu; Ethiraj Venkatapathy… 2467.pdf 2.0107 Experimental Enhanced Upper Stage (XEUS): An Nathan O'konek; BenStopnitzky; Affordable Large Lander System … 2632.pdf 2.0109 The Challenges of IntegratingInstrumentation with Gregory Swanson Inflatable Aerodynamic Decelerators 2755.pdf 2.0111Preliminary Assessment of the Mars Science … 2.0112 Application of Inflatable …,*,*,*
Visualizing Multi-Modal Metropolitan Job Accessibility,Shi Yin; Moyin Li; Nebiyou Tilahun; Andrew Johnson,ABSTRACT Accessibility analysis is an important element in urban transportation planning.Accessibility measures combine mobility as well as land use measures to provide a morecomplete picture of the transportation-land use nexus than either of these measures alone.Accessibility measures also provide insights into the varying degrees to which differentareas of a region are connected to opportunities by the transportation system. Calculatingaccurate accessibility data and visualizing it in an effective way is challenging. We designedand developed a web-based tool to visualize multi-modal job accessibility data in theChicago metropolitan area as the first step of an effort to build an integrated platform foraccessibility analysis and other urban planning tasks.,*,*,*
Loomis; WF Loosanoff; VL Lubinsky; GA Macchi; IA,G Mackie; D Isaac; PT Ives; CB Jackson; OC Jaffee; S Jakowska; TC Jegla; MM Jenkins; AF Johnson; CL Johnson; SP Johnson; JC Jones; YH Kablotsky; KD Kallman; JC Kaltenbach; H Kalter; HM Kaplan; S Karasaki; JH Kaufmann; DE Kelly; DE Kelton; D Kennedy; NS Kerr; RG Kessel; CA Kind; JA King; TJ King; D Kleiman; NW Klein; FD Klopfer; JJ Kollios; M Konishi; S Kramer; JO Krivanek; RC Krivanek; NP Lamb; JL Larimer; G La Roche; RC Lasiewski; HB Lathner; J Lauber; JK Lauber; JA Laubscher; L Lehrer; HM Lenhoff; SL Leonard; EP Levine; BG Lewis; JF Lhotka Jr; MS Lipson; RD Lisk; JI Littlenafre,Author Alexander; J. Ali; MA Allen; MJ Ampy; F. Amy; RL Anderson; E. Anderson; JMAnderson; NG Andrews; S. Angercr; CA Angerer; JD Anthony; A. Arai; MN Ardell; J.Armitage; KB Arora; HL Atwell; F. Ayyangar; KV … Ball; JN Ballweg; RF Balph; DF Banks; EMBarber; AA Barlow; GW Barress; R. Beamish; FWH Beams; HW Beck; SL Beyers; RJ Binder;RA Bird; JWC Birge/ VV. J. Black; JB Boatman; JB Bogart; R. Bookhout; CG Borut; A.Botticelli; CR Boucek; MM Bower; ML Braddock; JC Brandom; WF Brattstrom; BH Braun; HABreitenbach; RP Brett; JR Broad; AC Brock way; AP Brockway; BF Bronson; FH Brower; LPBrown; HP Brown; SO Browning; HC Burkett; BN Burns; RD Burton; PR … Page 393 385 385386 386 386 387 453 440 387 387 413 388 388 388 389 448 408 … 389; 449 441 389 389448 390 406 390 390 390; 391 391 404 391 392 436 392 386; 392 393 402 393; 415 …,*,*,*
HULME MJ; 301 HURST HC. 84 HUSS M.; 33,I IDVALL; WJL JACK; M JENKINS; AE JOHNSON; H JUFFS; M KAUFMANN; GR KERR; M KESWICK; DM KILLEEN; JM KLAUSNER; JM KURT; S LASRY; LE BOUEDEC; SJ LEINSTER; A LESUR; A LEVENE; MN LINVER; M LISE; T LOSACCO; ME LUCARO-ITI; A LUINI; J MACCALLUM; M MAJNENTE; P MAINENTE; N MANSOOR; TJ MARTIN; S MASON; M MERSON; WR MILLER; RR MILLIS; PA MINUTI; S MODENA; MC MONTESCO; E MONTRESOR; KJ MURRAY; MSN MURTHY; F NAHAI; NA NATHAN; F NEILSON; JP NEOPTOLEMOS; V NERI; RJ NICHOLSON; NOTTINGHAM BREAST TEAM; A OLADIPO; D PAUSNER; TJ PERREN; G PERUS; F PETERS; JL PETERSE; L PILOWSKY; MV PITZALIS; RA POLIZZI; R POULSOM; GW POWELL; J POWELL; C PUN20; R RAJAKARIAR; T RAJKUMAR; AJ RAMIREZ; S RASBRIDGE; NSB RAWSON; AK RICHARDSON; PD ROBBINS; JFR ROBERTSON; A RODGER; JF RODIER; AK ROSE; P ROUANET; M RUPOLO; JEL SALES; S SCHOLL; JJ SELL; G SERIO; L SEYMOUR; R SHAFIR; DM SIBBERING; H SIGURDSSON; W SIMPSON; V SISKLND; P SMITH; PA SMITH; RC STEIN; GF STERRETT; PS STONELAKE; K THIRLAWAY; LS TURNBULL; P VERONESI; P VIACAVA; NJ WALD; NI WALKER; RA WALKER,*,*,*,*
Supporting information for,Liang Li; Wenbin Du; Rustem F Ismagilov,Hydroxylamine hydrochloride (AR); ferric nitrate nonahydrate (AR); rhodamine B (AR; RhB);urea (≧99%) and D-(+)-glucose (AR) were purchased from Aladdin Reagent Ltd.5;5-dimethyl-1-pyrroline-N-oxide (DMPO) were purchased from Alfa-Aesar. Methanol(≧99.8) were purchased from Fisher Scientific. Potassium ferrioxalate (>99.0%) was purchasedfrom Shanghai Aijie Biological Technology Co. Ltd. And other chemicals were analytical gradeand purchased from Sinopharm Chemical Reagent Co. Ltd. All the chemicals were used withoutfurther purification. Pure water used in all experiments had a resistivity of 18.2 MΩ·cm and wasobtained from a Milli-Q system (Millipore) … The morphology of the sample was examined byfield-emission scanning electron microscope (FESEM; Zeiss SUPRA 55 Sapphire;Germany). Transmission electron microscopic (TEM) images were obtained with a …,*,*,*
Finding the Absolute Configuration of Chiral Molecules with Coulomb Explosion Imaging,Martin Pitzer; Markus S Schöffler; Maksim Kunitski; Allan S Johnson; Lothar Ph H Till Jahnke; Horst Schmidt-Böcking; Reinhard Dörner,A deeper understanding of molecular chirality is of great interest in many domains: inpharmaceutical diagnostics; concerning the origin of biological homochirality and even forfundamental physics; as molecular properties may be linked to parity violation [1]. So far;experimental methods on the microscopic scale are restricted either to the investigation ofelectronic properties (Photoelectron circular dichroism;[2]) or to the analysis of fragment ionyields [3]. In both cases; however; quantities are typically averaged over all differentorientations of the molecule in space. Multi-fragment coincident imaging via the COLTRIMStechnique (Cold Target Recoil Ion Momentum Spectroscopy;[4]) opens a new way to explorethe properties of chiral molecules. Fully three-dimensional momenta of electrons and ionicfragments are recorded for each molecule individually. Here; we report for the first time …,*,*,*
